"INDICADOR" "NOTA" "DESDE" "HASTA"
"Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)" "Las transferencias personales comprenden todas las transferencias corrientes en efectivo o en especie realizadas por hogares residentes a no residentes o recibidas por hogares residentes de no residentes. Las transferencias personales incluyen, por lo tanto, todas las transferencias corrientes entre personas residentes y no residentes. Remuneración de los empleados se refiere a los ingresos de trabajadores fronterizos, de temporada y otros asalariados temporales que trabajan en una economía en la que no son residentes y los residentes contratados por entidades no residentes. Los datos son la suma de dos elementos definidos en la sexta edición del Manual de la Balanza de Pagos del FMI: transferencias personales y remuneración de los empleados. Los datos están en US$ a precios actuales." 1976 2017
"Transferencias personales, recibos (balanza de pagos, US$ a precios actuales)" "Las remesas de trabajadores son transferencias corrientes que realizan los trabajadores migrantes que permanecen empleados o planean estarlo durante más de un año en otra economía en la cual se los considera residentes. Ciertos países en desarrollo clasifican las remesas de trabajadores como un de ingreso de los factores (y, por ende, un componente del ingreso  nacional bruto, INB). El Banco Mundial adhiere a las pautas internacionales en cuanto a la definición del INB, por lo cual su clasificación de las remesas de trabajadores puede diferir de las prácticas de determinados países. Este elemento muestra los ingresos obtenidos por el país declarante. Datos en US$ a precios actuales." 1981 2017
"Transición a la escuela secundaria (%)" "Number of students admitted to the first grade of a higher level of education in a given year, expressed as a percentage of the number of students enrolled in the final grade of the lower level of education in the previous year. Divide the number of new entrants in the first grade of the specified higher cycle or level of education by the number of pupils who were enrolled in the final grade of the preceding cycle or level of education in the previous school year, and multiply by 100. High transition rates indicate a high level of access or transition from one level of education to the next. They also reflect the intake capacity of the next level of education. Inversely, low transition rates can signal problems in the bridging between two cycles or levels of education, due to either deficiencies in the examination system, or inadequate admission capacity in the higher cycle or level of education, or both. This indicator can be distorted by incorrect distinction between new entrants and repeaters, especially in the first grade of the specified higher level of education. Students who interrupted their studies for one or more years after having completed the lower level of education, together with the migrant students, could also affect the quality of this indicator." 2010 2016
"Transición a la escuela secundaria, mujeres (%)" "Progression to secondary school refers to the number of new entrants to the first grade of secondary school in a given year as a percentage of the number of students enrolled in the final grade of primary school in the previous year (minus the number of repeaters from the last grade of primary education in the given year)." 2010 2016
"Transición a la escuela secundaria, varones (%)" "Progression to secondary school refers to the number of new entrants to the first grade of secondary school in a given year as a percentage of the number of students enrolled in the final grade of primary school in the previous year (minus the number of repeaters from the last grade of primary education in the given year)." 2010 2016
"Tratamiento de la diarrea (% de niños menores de 5 años que recibieron paquetes de SRO)" "Percentage of children under age 5 with diarrhea in the two weeks preceding the survey who received oral rehydration salts (ORS packets or pre-packaged ORS fluids)." 1986 2012
"Tratamiento de la diarrea (% de niños menores de cinco años que reciben hidratación por vía oral y alimentación continua)" "Los niños con diarrea que recibieron hidratación por vía oral y alimentación continua representan la cantidad de niños menores de cinco años de edad con diarrea en las dos semanas previas al estudio que recibieron terapia de hidratación por vía oral o un incremento de fluidos, con alimentación continua." 1989 2008
"Tratamiento de las infecciones respiratorias agudas (IRA) (% de niños menores de cinco años que son llevados a un prestador de salud)" "Los niños con infecciones respiratorias agudas (IRA) que son llevados a un prestador de salud son la proporción de niños menores de cinco años con infecciones respiratorias agudas que en las últimas dos semanas fueron llevados a un prestador de salud adecuado, incluidos los hospitales, los centros de salud, los dispensarios, los trabajadores de la salud en una aldea, las clínicas y los médicos privados." 1994 2011
"Turismo internacional, gastos (% del total de importaciones)" "El gasto de turismo internacional es el gasto efectuado en otros países por los visitantes internacionales salientes, incluidos los pagos a transportistas extranjeros por el transporte internacional. Este gasto puede incluir los gastos incurridos por los residentes que viajan al exterior en calidad de visitantes por un día, excepto en los casos donde estos son tan importantes que justifican una clasificación por separado. Para algunos países, no incluyen los gastos relativos a los artículos de transporte de pasajeros. Su participación en las importaciones se calcula como una proporción de las importaciones de bienes y servicios, que comprenden todas aquellas transacciones entre los residentes de un país y el resto del mundo que impliquen una transferencia de la propiedad de los no residentes a los residentes de mercaderías general, bienes enviados para procesamiento y reparaciones, oro no monetario y servicios." 1995 2017
"Turismo internacional, gastos (US$ a precios actuales)" "El gasto de turismo internacional es el gasto efectuado en otros países por los visitantes internacionales salientes, incluidos los pagos a transportistas extranjeros por el transporte internacional. Este gasto puede incluir los gastos incurridos por los residentes que viajan al exterior en calidad de visitantes por un día, excepto en los casos donde estos son tan importantes que justifican una clasificación por separado. Para algunos países, no incluyen los gastos relativos a los artículos de transporte de pasajeros. Datos en US$ a precios actuales." 1995 2017
